"Plot_ID","Species_richness","Species_diversity","Sitecode","Year","Eastings","Northings","BAP_broad","BAP_priority","NVC_FIRST","Light","Wetness","pH","Fertility","Competition","Stress","Ruderals","NVC_subgroup","NVC_group","NVC_habitat","Vegetation_height","STD_HEIGHT","Litter","Bare_ground","NA","NA","NA","NA","NA","NA","NA"
"33",43,0.962980066189487,"B14",2014,554833,101633,"Calcareous Grassland","Lowland calcareous grassland","H7b:50.19",6.9,4.9,5.2,3.1,2.03,3.89,1.69,"H7b","H7","H",96.8,16,25,1,NA,NA,NA,NA,NA,NA,NA
"34",55,0.97118018967334,"B14",2014,554506,101626,"Calcareous Grassland","Lowland calcareous grassland","CG2c:51.14",7.2,4.9,5.7,4,2.54,3.21,2.55,"CG2c","CG2","CG",96.24,18.8,0,0,NA,NA,NA,NA,NA,NA,NA
"35",30,0.951584066366302,"B14",2014,554797,101757,"Calcareous Grassland","Lowland calcareous grassland","H7b:50.88",6.9,4.8,4.5,2.5,1.63,4.28,1.5,"H7b","H7","H",96.2,19,0,4,NA,NA,NA,NA,NA,NA,NA
"36",19,0.903852769177847,"B14",2014,554027,101513,"Broadleaved, Mixed And Yew Woodland","Lowland mixed deciduous woodland","W24a:31.16",5.8,5.4,6.4,5.7,2.37,3.26,2.04,"W24a","W24","W",96.12,19.4,25,25,NA,NA,NA,NA,NA,NA,NA
"37",25,0.928366370471634,"B14",2014,554346,101654,"Calcareous Grassland","Lowland calcareous grassland","W25b:36.55",6.5,4.9,6.5,5.2,2.84,2.87,2.08,"W25b","W25","W",97.52,12.4,25,0,NA,NA,NA,NA,NA,NA,NA
"38",40,0.964318250835105,"B14",2014,554176,101476,"Scrub",NA,"W24a:35.82",6.2,4.9,6.7,5.2,2.63,3.28,1.73,"W24a","W24","W",98.36,8.2,0,0,NA,NA,NA,NA,NA,NA,NA
"39",39,0.950684183852481,"B14",2014,554009,101968,"Calcareous Grassland","Lowland calcareous grassland","MG1d:44.32",6.7,5.5,6.3,5.4,3,2.72,2.51,"MG1d","MG1","MG",96.36,18.2,25,0,NA,NA,NA,NA,NA,NA,NA
"40",43,0.964175945986799,"B14",2014,554845,101676,"Dwarf Shrub Heath","Lowland heathland","H7b:46.25",7.1,4.8,5.5,3.3,2.17,3.71,1.91,"H7b","H7","H",96.24,18.8,25,1,NA,NA,NA,NA,NA,NA,NA
"41",14,0.878622087132725,"B14",2014,554750,101679,"Dwarf Shrub Heath","Lowland heathland","W23c:40.11",6.9,5.1,4.4,3.7,2.48,3.39,2.22,"W23c","W23","W",100,0,25,5,NA,NA,NA,NA,NA,NA,NA
"42",15,0.886519168161584,"B14",2014,554155,101977,"Calcareous Grassland","Lowland calcareous grassland","MC9b:39.11",7.2,5.3,5.7,4.4,2.67,2.28,3.29,"MC9b","MC9","MC",96.4,18,25,0,NA,NA,NA,NA,NA,NA,NA
"43",38,0.959175007582651,"B14",2014,554787,101560,"Calcareous Grassland","Lowland calcareous grassland","H7b:52.87",6.8,4.9,5.1,3.5,2.44,3.44,2.32,"H7b","H7","H",96.28,18.6,0,0,NA,NA,NA,NA,NA,NA,NA
"44",38,0.961848100398534,"B14",2014,554971,101577,"Calcareous Grassland","Lowland calcareous grassland","CG2c:56.25",7.2,4.7,5.8,2.9,1.73,3.95,1.93,"CG2c","CG2","CG",97.16,14.2,25,0,NA,NA,NA,NA,NA,NA,NA
"45",20,0.928230073391364,"B14",2014,554977,101664,"Calcareous Grassland","Lowland calcareous grassland","MG1d:45.38",6.8,5,6.4,4.9,2.46,3.09,2.39,"MG1d","MG1","MG",97.2,14,25,2,NA,NA,NA,NA,NA,NA,NA
"46",21,0.918091639111951,"B14",2014,554049,101624,"Broadleaved, Mixed And Yew Woodland","Lowland mixed deciduous woodland","W24:43.13",6.1,5,6.4,5.6,2.91,3.04,1.69,"W24","W24","W",97.08,14.6,25,0,NA,NA,NA,NA,NA,NA,NA
"47",6,0.786946386946387,"B14",2014,554298,101848,"Scrub",NA,"W25b:58.52",6,5.1,3.4,3.4,4.64,1.36,1.12,"W25b","W25","W",100,0,25,0,NA,NA,NA,NA,NA,NA,NA
"48",45,0.962473791340812,"B14",2014,554871,101688,"Calcareous Grassland","Lowland calcareous grassland","CG2d:53.76",7,4.9,5.1,3,1.76,3.99,1.79,"CG2d","CG2","CG",5.92,1.93476958145753,0,2,NA,NA,NA,NA,NA,NA,NA
"49",52,0.971247352204891,"B14",2014,554808,101847,"Calcareous Grassland","Lowland calcareous grassland","MG5b:49.26",7.1,4.9,6.1,4.1,2.52,3.22,2.51,"MG5b","MG5","MG",18.64,12.0099958368019,25,0,NA,NA,NA,NA,NA,NA,NA
"50",16,0.891409919592389,"B14",2014,553928,101565,"Broadleaved, Mixed And Yew Woodland","Lowland mixed deciduous woodland","W25:31.02",6,5,7.1,5.8,2.92,2.86,2.55,"W25","W25","W",9.08,11.6508941001682,0,0,NA,NA,NA,NA,NA,NA,NA
"2a",51,0.969341770938204,"B14",2018,554339,101572,"Calcareous Grassland","Lowland calcareous grassland","CG6:40.32",6.9,4.7,6.4,4.5,2.53,3.22,2.24,"CG6","CG6","CG",11.22,4.20584910174707,25,8,NA,NA,NA,NA,NA,NA,NA
"3a",43,0.963575199587947,"B14",2018,554950,101564,NA,NA,"MG5b:50.02",6.5,5.3,5.7,4.3,2.41,3.49,1.86,"MG5b","MG5","MG",23.18,21.6024111308591,24,0,NA,NA,NA,NA,NA,NA,NA
"4a",47,0.968600859641322,"B14",2018,554867,101469,"Calcareous Grassland","Lowland calcareous grassland","CG6a:49.88",7.2,4.9,6.2,3.9,2.34,3.4,2.19,"CG6a","CG6","CG",9.46,2.94363720590701,3,0,NA,NA,NA,NA,NA,NA,NA
"5a",44,0.960938743038982,"B14",2018,554302,101665,"Calcareous Grassland","Lowland calcareous grassland","CG2c:48.11",6.9,5.1,6.3,4.8,2.5,3.21,2.43,"CG2c","CG2","CG",9.76,4.44672163884061,25,1,NA,NA,NA,NA,NA,NA,NA
"6",40,0.96588785046729,"B14",2018,554626,101709,"Calcareous Grassland","Lowland calcareous grassland","CG2d:47.73",6.8,5,5.3,3,1.86,4.04,1.46,"CG2d","CG2","CG",3.86,1.31116996101446,24,1,NA,NA,NA,NA,NA,NA,NA
"9a",38,0.958043150370516,"B14",2018,554325,101988,"Calcareous Grassland","Lowland calcareous grassland","MG5b:56.51",6.9,4.8,5.7,3.7,2.37,3.07,2.45,"MG5b","MG5","MG",12.24,3.04521482548167,25,2,NA,NA,NA,NA,NA,NA,NA
"10a",36,0.960455941268582,"B14",2018,555004,101640,"Calcareous Grassland","Lowland calcareous grassland","CG2c:54.16",7.1,4.7,6.6,3.7,2.25,3.46,1.97,"CG2c","CG2","CG",10.22,4.54165902140029,9,0,NA,NA,NA,NA,NA,NA,NA
"11a",31,0.954637185224182,"B14",2018,554017,101797,NA,NA,"U4b:45.73",6.6,5,5.6,4.3,2.53,3.31,2.12,"U4b","U4","U",12.4,10.8512672071054,0,0,NA,NA,NA,NA,NA,NA,NA
"12a",48,0.969518312375455,"B14",2018,554407,101690,"Calcareous Grassland","Lowland calcareous grassland","CG2d:54.87",7,4.8,6.2,3.5,1.94,3.94,1.74,"CG2d","CG2","CG",4.24,0.958731801217977,0,0,NA,NA,NA,NA,NA,NA,NA
"13a",40,0.960250761531767,"B14",2018,555077,101731,"Calcareous Grassland","Lowland calcareous grassland","MG5b:57.78",7.2,4.7,6.3,4.1,2.78,3.09,2.32,"MG5b","MG5","MG",10.44,5.5664920132282,25,0,NA,NA,NA,NA,NA,NA,NA
"15a",41,0.95931473642317,"B14",2018,554591,101681,"Calcareous Grassland","Lowland calcareous grassland","MG1d:39.40",6.8,4.9,6,4.4,2.51,3.39,1.87,"MG1d","MG1","MG",4.34,2.2300971578237,25,13,NA,NA,NA,NA,NA,NA,NA
"17",37,0.963277005433046,"B14",2018,554909,101738,"Dwarf Shrub Heath","Lowland heathland","MC9c:51.19",7.3,5,5.4,4,2.27,3.66,2.13,"MC9c","MC9","MC",6.92,1.19617445773321,25,2,NA,NA,NA,NA,NA,NA,NA
"19a",17,0.886004415011038,"B14",2018,554941,101782,"Dwarf Shrub Heath","Lowland heathland","W23b:45.61",6.8,5.2,5.9,4.7,2.66,3.14,2.27,"W23b","W23","W",9.12,4.18648619568567,18,5,NA,NA,NA,NA,NA,NA,NA
"20",25,0.935289329584135,"B14",2018,554497,101515,NA,NA,"H7b:44.65",6.8,5.1,5.3,3.6,2.58,3.09,1.69,"H7b","H7","H",15.42,18.7120059498352,25,1,NA,NA,NA,NA,NA,NA,NA
"21a",16,0.886884108258154,"B14",2018,554011,101739,"Calcareous Grassland","Lowland calcareous grassland","W24:37.10",6.1,5.5,6.1,5.5,2.52,3.31,1.49,"W24","W24","W",13.1,9.00231451720427,25,3,NA,NA,NA,NA,NA,NA,NA
"22a",51,0.972170702461159,"B14",2018,554593,101591,NA,NA,"MG5b:46.60",6.9,5.1,5.9,4.2,2.38,3.31,2.05,"MG5b","MG5","MG",11.92,7.19473186899044,16,12,NA,NA,NA,NA,NA,NA,NA
"23a",43,0.965286703875916,"B14",2018,554625,101700,"Calcareous Grassland","Lowland calcareous grassland","CG2a:50.56",7,4.8,5.3,2.7,1.42,4.33,1.53,"CG2a","CG2","CG",3.89,1.04103314068285,25,6,NA,NA,NA,NA,NA,NA,NA
"24a",36,0.958934287976318,"B14",2018,555112,101665,"Calcareous Grassland","Lowland calcareous grassland","CG6:53.55",7.2,4.6,6.7,3.7,2.57,3.02,2.32,"CG6","CG6","CG",11.88,2.93428015022424,2,0,NA,NA,NA,NA,NA,NA,NA
"25a",17,0.91089250071286,"B14",2018,554166,101991,"Calcareous Grassland","Lowland calcareous grassland","MC9b:41.20",7.2,5.3,6,5.1,2.95,2.85,2.99,"MC9b","MC9","MC",9.08,7.01884368444452,0,5,NA,NA,NA,NA,NA,NA,NA
"25a",17,0.91089250071286,"B14",2018,554166,101991,"Calcareous Grassland","Lowland calcareous grassland","MC9b:41.20",7.2,5.3,6,5.1,2.95,2.85,2.99,"MC9b","MC9","MC",1,0,0,5,NA,NA,NA,NA,NA,NA,NA
"26a",21,0.915318438623523,"B14",2018,554112,101979,NA,NA,"U4b:42.09",NA,NA,NA,NA,NA,NA,NA,"U4b","U4","U",NA,NA,25,3,NA,NA,NA,NA,NA,NA,NA
"27a",45,0.96412831633101,"B14",2018,554983,101535,"Calcareous Grassland","Lowland calcareous grassland","CG6:55.56",7,4.6,6.6,3.4,2.15,3.75,1.77,"CG6","CG6","CG",9.08,4.09440675393477,24,3,NA,NA,NA,NA,NA,NA,NA
"28a",31,0.946273352999017,"B14",2018,553944.101,101841.054,NA,NA,"MG1d:40.32",7,5.2,6.1,5.1,2.81,2.87,2.38,"MG1d","MG1","MG",21.12,12.692090712986,25,0,NA,NA,NA,NA,NA,NA,NA
"29",53,0.968388925223458,"B14",2018,554839,101761,"Calcareous Grassland","Lowland calcareous grassland","MG5b:45.78",6.9,5,5.7,3.9,2.44,3.43,1.8,"MG5b","MG5","MG",10.58,16.2324777324145,24,8,NA,NA,NA,NA,NA,NA,NA
"30a",1,0,"B14",2018,554951,101810,NA,NA,"FAILED:to",NA,NA,NA,NA,NA,NA,NA,"FAILED","FAILED","FAILED",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"31",42,0.960875331564987,"B14",2018,555038,101483,NA,NA,"CG2c:51.96",7.1,5.1,6.4,4.5,2.76,3.03,2.46,"CG2c","CG2","CG",8.04,2.2588713996153,25,0,NA,NA,NA,NA,NA,NA,NA
"32a",34,0.94935960591133,"B14",2018,554832,101648,"Dwarf Shrub Heath","Lowland heathland","H8c:39.91",6.7,5.1,5.3,3.8,2.63,3.23,1.54,"H8c","H8","H",62.1,39.0859096521155,22,0,NA,NA,NA,NA,NA,NA,NA
"33",41,0.964767608671663,"B14",2018,554833,101633,"Dwarf Shrub Heath","Lowland heathland","H7b:50.68",6.9,4.9,5.3,3.2,2.17,3.75,1.84,"H7b","H7","H",8.5,3.09232921921325,18,1,NA,NA,NA,NA,NA,NA,NA
"34a",49,0.970604395604396,"B14",2018,554477.229,101620.91,"Calcareous Grassland","Lowland calcareous grassland","CG10a:45.96",7,4.9,5.8,3.4,2.33,3.62,2.2,"CG10a","CG10","CG",6.394,1.80608462334041,23,1,NA,NA,NA,NA,NA,NA,NA
"35a",57,0.969509227938995,"B14",2018,554797,101757,"Calcareous Grassland","Lowland calcareous grassland","CG2c:52.68",7.1,4.8,5.8,3.2,1.78,3.99,1.78,"CG2c","CG2","CG",3.82,1.66383092089711,11,9,NA,NA,NA,NA,NA,NA,NA
"38",39,0.956744450768355,"B14",2018,554176,101476,NA,NA,"W24a:39.29",5.9,5.1,6.2,5.1,2.36,3.53,1.57,"W24a","W24","W",29.74,14.5144468260649,24,3,NA,NA,NA,NA,NA,NA,NA
"39a",24,0.92228987508631,"B14",2018,554009,101968,"Calcareous Grassland","Lowland calcareous grassland","MG1d:39.08",6.3,4.6,7,5.2,2.66,3.19,1.63,"MG1d","MG1","MG",27.88,10.8332820511607,25,0,NA,NA,NA,NA,NA,NA,NA
"40a",52,0.970725448108164,"B14",2018,554846,101668,"Calcareous Grassland","Lowland calcareous grassland","CG2c:46.04",7.4,4.9,6,4.2,2.5,3.13,2.49,"CG2c","CG2","CG",4.5,3.01385688667085,11,5,NA,NA,NA,NA,NA,NA,NA
"41a",39,0.958974358974359,"B14",2018,554749,101678,"Dwarf Shrub Heath","Lowland heathland","H7b:49.31",7,4.9,5.5,3.1,1.88,4.07,1.29,"H7b","H7","H",8.612,3.20095298309738,25,2,NA,NA,NA,NA,NA,NA,NA
"42",17,0.880709235776007,"B14",2018,554155,101977,"Calcareous Grassland","Lowland calcareous grassland","MC9b:41.70",6.7,5.4,5.7,4.7,2.73,2.85,2.85,"MC9b","MC9","MC",7.88,12.3231489482194,25,0,NA,NA,NA,NA,NA,NA,NA
"43",40,0.960688431851958,"B14",2018,554787,101560,"Calcareous Grassland","Lowland calcareous grassland","MC9c:46.66",7,4.8,5.8,4.2,2.48,3.31,2,"MC9c","MC9","MC",9.68,3.86458277178792,25,0,NA,NA,NA,NA,NA,NA,NA
"44a",32,0.950317290552585,"B14",2018,554970,101577,"Calcareous Grassland","Lowland calcareous grassland","CG6a:53.13",7.5,4.7,6.5,4.3,2.78,2.99,2.52,"CG6a","CG6","CG",8.16,2.86400069832394,25,0,NA,NA,NA,NA,NA,NA,NA
"45a",15,0.841137123745819,"B14",2018,554976,101664,NA,NA,"OV27:33.54",6.5,5.3,6,5.5,2.62,3.15,2.03,"OV27","OV27","OV",39.92,30.8293961450215,8,0,NA,NA,NA,NA,NA,NA,NA
"48",55,0.970546211309385,"B14",2018,554871,101688,"Calcareous Grassland","Lowland calcareous grassland","CG2c:48.60",7.2,4.9,5.9,3.9,2.16,3.65,2.14,"CG2c","CG2","CG",3.32,1.58034806292791,11,9,NA,NA,NA,NA,NA,NA,NA
"1",19,0.885656565656566,"B38",2013,388292,466849,NA,NA,"M19a:43.77",6.8,7.2,2.7,2.2,2.73,3.27,1,"M19a","M19","M",13.94,5.64084804498993,25,2,NA,NA,NA,NA,NA,NA,NA
"2",16,0.892928428856573,"B38",2013,388349,466912,NA,NA,"M19a:39.43",7.3,7.1,2.1,1.7,2.72,3.28,1,"M19a","M19","M",11.7,5.03322295684717,25,3,NA,NA,NA,NA,NA,NA,NA
"3",13,0.836561331974176,"B38",2013,388387,466952,NA,NA,"H12a:34.09",6.5,5.7,2,2.5,2.23,3.77,1,"H12a","H12","H",15.42,8.14156004706715,19,15,NA,NA,NA,NA,NA,NA,NA
"4",17,0.916823899371069,"B38",2013,388468,466897,NA,NA,"M19a:54.94",7.8,7.6,2,1.2,2.93,3.07,1,"M19a","M19","M",11.5,5.48672640712717,22,14,NA,NA,NA,NA,NA,NA,NA
"5",19,0.90374970145689,"B38",2013,388497,467044,"Bogs",NA,"M19a:50.91",7.4,7.1,2.1,1.6,2.74,3.26,1,"M19a","M19","M",10.328,3.70737103619263,0,0,NA,NA,NA,NA,NA,NA,NA
"6",19,0.92551724137931,"B38",2013,388519,466983,"Bogs","Blanket Bog","M19a:47.65",7.7,7.5,2,1.3,2.9,3.1,1,"M19a","M19","M",8.684,3.3457286201962,24,2,NA,NA,NA,NA,NA,NA,NA
"7",17,0.888849135360763,"B38",2013,388594,466910,NA,NA,"M19a:33.95",7,6.5,2,2,2.51,3.49,1,"M19a","M19","M",21.14,8.85945822271317,25,9,NA,NA,NA,NA,NA,NA,NA
"8",16,0.883803206191266,"B38",2013,388618,466852,"Bogs","Lowland Raised Bog","H12a:48.00",6.6,6,2,2.3,2.33,3.67,1,"H12a","H12","H",11.14,6.23250885812982,25,8,NA,NA,NA,NA,NA,NA,NA
"9",18,0.893819655521783,"B38",2013,388517,466812,"Bogs",NA,"M19a:56.43",7.4,6.9,2,1.6,2.94,3.06,1,"M19a","M19","M",10.7,3.29140294302192,19,2,NA,NA,NA,NA,NA,NA,NA
"10",21,0.917094382663245,"B38",2013,388467,466788,"Bogs","Blanket Bog","M19a:56.50",7.8,7.7,2.1,1.2,2.86,3.14,1,"M19a","M19","M",10.62,2.83063597094363,19,11,NA,NA,NA,NA,NA,NA,NA
"11",14,0.902199979147117,"B38",2013,388586,466777,"Bogs","Blanket Bog","M19a:57.23",7.9,7.9,2,1.1,2.95,3.05,1,"M19a","M19","M",8.08,2.49449393665328,25,8,NA,NA,NA,NA,NA,NA,NA
"12",15,0.890554200069711,"B38",2013,388511,466746,"Bogs","Blanket Bog","M19a:63.99",7.8,7.6,2.1,1.2,2.97,3.03,1,"M19a","M19","M",8.86,6.57888035053585,25,15,NA,NA,NA,NA,NA,NA,NA
"13",15,0.89000693962526,"B38",2013,388479,466687,"Bogs",NA,"M19a:56.54",7.6,7.2,2,1.4,2.93,3.07,1,"M19a","M19","M",12.44,4.42370508359979,25,16,NA,NA,NA,NA,NA,NA,NA
"14",14,0.903930817610063,"B38",2013,388561,466683,"Bogs","Lowland Raised Bog","M19a:60.61",7.8,7.7,2.1,1.2,2.8,3.2,1,"M19a","M19","M",10.24,3.75588427226754,25,8,NA,NA,NA,NA,NA,NA,NA
"15",18,0.902538148914961,"B38",2013,388710,466963,"Bogs","Lowland Raised Bog","M19a:62.92",7.8,7.7,2,1.2,2.9,3.1,1,"M19a","M19","M",7.66,2.43550131731984,0,0,NA,NA,NA,NA,NA,NA,NA
"16",13,0.882672882672883,"B38",2013,388735,467021,"Bogs","Lowland Raised Bog","M19a:53.87",7.5,7.3,2,1.3,2.8,3.2,1,"M19a","M19","M",4.6,1.36930639376292,0,5,NA,NA,NA,NA,NA,NA,NA
"17",19,0.919557155322862,"B38",2013,388820,466991,NA,NA,"M19a:60.69",7.7,7.6,2,1.2,2.94,3.06,1,"M19a","M19","M",10.524,3.84483202927427,25,11,NA,NA,NA,NA,NA,NA,NA
"18",14,0.888192565161658,"B38",2013,388762,466855,NA,NA,"M19a:47.10",7.8,7.9,2.1,1.2,2.8,3.2,1,"M19a","M19","M",17.22,26.1920312308916,25,6,NA,NA,NA,NA,NA,NA,NA
"19",15,0.873106738223017,"B38",2013,388726,466773,"Bogs","Lowland Raised Bog","M19a:54.28",7.6,7.3,2.1,1.4,2.92,3.08,1.02,"M19a","M19","M",13.92,4.99933328888296,25,2,NA,NA,NA,NA,NA,NA,NA
"20",17,0.897612344906683,"B38",2013,388810,466747,"Bogs","Lowland Raised Bog","M19a:64.21",7.9,7.9,2.1,1.1,2.55,3.45,1,"M19a","M19","M",14.14,3.63581719379106,25,6,NA,NA,NA,NA,NA,NA,NA
"21",45,0.960887354558241,"B38",2013,389728,466758,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M10b:55.36",7.5,7.2,4.9,2.3,1.99,3.9,1.62,"M10b","M10","M",8.92,2.15870331449229,25,0,NA,NA,NA,NA,NA,NA,NA
"22",32,0.946212577858147,"B38",2013,389809,466816,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M15a:48.82",7.6,7.7,4.1,1.9,1.88,4.07,1.17,"M15a","M15","M",12.28,4.55539972633211,25,5,NA,NA,NA,NA,NA,NA,NA
"23",36,0.953110523580322,"B38",2013,389835,466744,NA,NA,"M6b:56.26",7.6,7.7,3.2,1.8,1.65,4.29,1.35,"M6b","M6","M",11.22,2.82872173722808,25,0,NA,NA,NA,NA,NA,NA,NA
"24",45,0.964543056491304,"B38",2013,389801,466706,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M10b:50.04",7.2,6.9,4.4,2.2,1.86,4.11,1.18,"M10b","M10","M",11.12,3.73128664136113,25,2,NA,NA,NA,NA,NA,NA,NA
"25",44,0.968080589059041,"B38",2013,389890,466720,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M26b:51.68",7.5,7.4,4.8,2.4,1.93,3.92,1.4,"M26b","M26","M",13.04,5.11109903380216,25,0,NA,NA,NA,NA,NA,NA,NA
"26",38,0.957530371787306,"B38",2013,389776,466714,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M10b:51.71",7.5,6.9,5.1,2.3,1.33,4.53,1.33,"M10b","M10","M",10.068,2.33661435985202,25,1,NA,NA,NA,NA,NA,NA,NA
"27",27,0.93955225764115,"B38",2013,389865,466519,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M10:57.70",7.7,8.1,5.1,2.1,1.71,4.19,1.48,"M10","M10","M",13.6,4.10284454169706,25,17,NA,NA,NA,NA,NA,NA,NA
"28",27,0.939541960281871,"B38",2013,389939,466657,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","U5:58.89",7,6.8,4,2.6,1.78,3.91,1.61,"U5","U5","U",8.78,2.05182845286832,25,0,NA,NA,NA,NA,NA,NA,NA
"29",21,0.933328980018284,"B38",2013,389935,466535,NA,NA,"M21b:57.77",7.5,7.6,3.9,2.7,2.4,3.19,2.02,"M21b","M21","M",11.88,3.16649122321011,25,0,NA,NA,NA,NA,NA,NA,NA
"30",24,0.930816917941381,"B38",2013,389998,466605,NA,NA,"M15b:54.89",7.8,7.3,3.9,2.7,2.41,3.24,1.84,"M15b","M15","M",11.96,2.68452354556012,25,0,NA,NA,NA,NA,NA,NA,NA
"31",23,0.941264496820052,"B38",2013,389968,466518,NA,NA,"M6b:51.62",7.6,8.1,2.8,1.6,1.77,4.23,1.26,"M6b","M6","M",13.32,3.13541597452927,25,0,NA,NA,NA,NA,NA,NA,NA
"32",24,0.93525949705725,"B38",2013,389974,466433,NA,NA,"M10b:47.53",7.4,6.8,5.3,2.1,1.86,4.12,1.08,"M10b","M10","M",3.44,1.03400515794974,25,25,NA,NA,NA,NA,NA,NA,NA
"33",26,0.940437219108916,"B38",2013,390030,466457,NA,NA,"M10a:61.68",7.9,7.9,5.8,2,1.31,4.66,1.18,"M10a","M10","M",10.66,2.51130776024498,25,16,NA,NA,NA,NA,NA,NA,NA
"34",23,0.935407630574241,"B38",2013,390100,466403,NA,NA,"M10:49.25",7.7,8.1,5.4,2.2,1.91,4.02,1.44,"M10","M10","M",11.96,3.55293306063221,25,0,NA,NA,NA,NA,NA,NA,NA
"35",25,0.940482342807924,"B38",2013,390606,466196,NA,NA,"M10:53.20",7.4,7.3,4.6,2.6,2.54,3.41,1.51,"M10","M10","M",7.94,2.95916654932883,25,22,NA,NA,NA,NA,NA,NA,NA
"36",28,0.94068614547688,"B38",2013,390646,466282,NA,NA,"M26:44.54",7.6,7.6,4.5,2.2,1.37,4.56,1.35,"M26","M26","M",14.86,4.58148447558212,25,0,NA,NA,NA,NA,NA,NA,NA
"37",23,0.930664186361138,"B38",2013,390720,466314,NA,NA,"U5d:50.30",6.9,6,4.2,2.9,1.76,3.87,2.01,"U5d","U5","U",11.46,3.8619943034655,25,0,NA,NA,NA,NA,NA,NA,NA
"38",29,0.94325328759291,"B38",2013,390846,466315,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M10:62.14",7.8,8,5.5,2.3,1.7,4.23,1.7,"M10","M10","M",12.8333333333333,4.52449052300407,25,15,NA,NA,NA,NA,NA,NA,NA
"39",34,0.950856099835327,"B38",2013,390761,466235,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M26:47.21",7.6,7.3,4.8,2.3,1.39,4.5,1.39,"M26","M26","M",7.2,2.42383992870816,25,2,NA,NA,NA,NA,NA,NA,NA
"40",30,0.950866903328703,"B38",2013,390727,466117,NA,NA,"M10b:51.63",7.5,7.4,4.7,2.1,1.52,4.41,1.15,"M10b","M10","M",7.24,1.5283433296656,25,14,NA,NA,NA,NA,NA,NA,NA
"41",29,0.948240500863558,"B38",2013,389393,467645,NA,NA,"CG9:47.87",7.3,5.1,6,3.1,1.96,3.9,2,"CG9","CG9","CG",4.3,4.80234317807464,13,16,NA,NA,NA,NA,NA,NA,NA
"42",30,0.946950748803458,"B38",2013,389263,467670,"Calcareous Grassland","Upland Calcareous Grassland","CG9c:56.14",6.9,6,6.7,2.5,2.08,3.63,1.88,"CG9c","CG9","CG",10.22,3.32628421315237,25,12,NA,NA,NA,NA,NA,NA,NA
"43",24,0.926477713178295,"B38",2013,389400,467724,"Inland Rock","Limestone Pavements","OV40:34.01",6.7,5.7,7.2,3.1,2.17,3.58,1.92,"OV40","OV40","OV",2.98,5.17300686255102,15,25,NA,NA,NA,NA,NA,NA,NA
"44",31,0.944701829413162,"B38",2013,389453,467779,"Calcareous Grassland","Upland Calcareous Grassland","CG9:52.07",7.1,5.8,6.8,2.3,1.38,4.27,1.62,"CG9","CG9","CG",9.18,6.50621497749139,24,24,NA,NA,NA,NA,NA,NA,NA
"45",21,0.920767716535433,"B38",2013,389205,467741,"Inland Rock","Limestone Pavements","OV40:37.38",6.1,5.5,5.8,4.4,2.43,3.21,2,"OV40","OV40","OV",0.6,2.08166599946613,18,25,NA,NA,NA,NA,NA,NA,NA
"46",18,0.917043740573152,"B38",2013,389112,467956,"Inland Rock","Limestone Pavements","OV40:27.46",5.3,6,6.8,4.8,2,3.5,1.83,"OV40","OV40","OV",NA,NA,3,25,NA,NA,NA,NA,NA,NA,NA
"47",15,0.902467010900746,"B38",2013,389064,467965,"Inland Rock","Limestone Pavements","OV40:36.33",6.6,5.4,7.1,2.8,1.33,4.33,1.5,"OV40","OV40","OV",2.34,5.1744564931981,8,23,NA,NA,NA,NA,NA,NA,NA
"48",25,0.947252747252747,"B38",2013,389044,468098,"Inland Rock","Limestone Pavements","OV40:25.91",5.5,5.6,6.4,4.2,2.25,3.46,1.75,"OV40","OV40","OV",NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA
"49",33,0.953967152440435,"B38",2013,389019,468262,"Inland Rock","Limestone Pavements","CG9:49.25",6.6,5.3,6.2,2.9,1.44,4.15,1.78,"CG9","CG9","CG",3.16,5.26925042107509,8,24,NA,NA,NA,NA,NA,NA,NA
"50",37,0.954675340466926,"B38",2013,389019,468344,"Inland Rock","Limestone Pavements","CG9:56.06",7,5.5,6,2.5,1.33,4.47,1.41,"CG9","CG9","CG",6.4,5.19013487300667,22,22,NA,NA,NA,NA,NA,NA,NA
"51",35,0.963026431946825,"B38",2013,388278,467095,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M26a:57.14",7.4,7.7,4.8,3,2.82,3.06,1.38,"M26a","M26","M",17.32,6.17771532742216,25,0,NA,NA,NA,NA,NA,NA,NA
"52",33,0.957571101614891,"B38",2013,388256,467070,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M26a:56.15",7.1,8,5.4,3.5,2.71,3.06,1.4,"M26a","M26","M",19,7.63626217465063,22,0,NA,NA,NA,NA,NA,NA,NA
